>>L<<English	,>>L<<Chinese
unintelligible	,难理解的
unintentional	,无意的
unintentional memorization	,无意识记
unintentional memory	,无意识记
uninterested	,不感兴趣的
uninteresting	,无趣味的
uninterrupted nature	,不间断性
uninviting	,无吸引力的
uniocular vision	,单眼视觉
union	,联结
union of wills	,意志结合
uniovular twins	,一卵双生儿
unipolar	,单极的
unipolar affective disorder	,单极性情感症
unipolar affective psychosis	,单极情感性精神病
unipolar depression	,单向抑郁
unipolar neuron	,单极神经元
unipolarity	,单向性
unique	,唯一的
unique feature	,特性
unique opportunity	,唯一机会
unique trait	,独有特质
uniqueness	,独特性
uniqueness need	,独特性需求
uniqueness theorem	,一义性定理
unirritable	,无应激性的
unisex	,单性
unit	,单位
unit cell	,单位细胞
unit character	,单位特性
unit count	,单组计数
unit distribution	,单一分布
unit of account	,计算单位
unit of analysis	,分析单位
unit of quantity	,数量单位
unit of reading	,阅读单位
unit of sampling	,抽样单位
unit of survey	,调查单位
unit of time	,时间单位
unit relationship	,联结式关系
unitary	,统一的
unitary analysis	,整体分析
unitary sampling	,单个抽样
unitary type	,单一型
United Nations Childrens Fund	,联合国儿童基金会
unity	,统一
unity element	,单位元素
unity in diversity	,差异中的统一
unity in multiplicity	,复杂中的统一
unity in variety	,多样化中的统一
unity of analysis and synthesis	,分析与综合的统一
unity of beauty and goodness	,美善相乐 美善相乐
unity of command	,命令统一性
unity of form and spirit	,形神兼备
unity of motive and effect	,动机与效果的统一
unitytheme	,统一主题
univariant	,单变的
univariate	,单变量的
univariate analysis	,单变量分析
univariate statistics	,单变量统计
universal	,普遍的
universal	,宇宙的
universal complex	,基本情结
universal concept	,普遍概念
universal concrete view	,普遍的具体观点
universal ethical principle orientation	,价值观念取向
universal hypothesis	,普遍性假设
universal intellect	,普遍的理智
universal knowledge	,普遍的知识
universal law	,普遍规律
universal meaning	,普遍意义
universal reason	,普遍理性
universal rule	,普遍规律
universal symbol	,普遍符号
universal theory	,普遍理论
universal thought	,普遍思想
universal validity	,普遍有效性
universal will	,一般意志
universality	,普遍性
universalization	,普遍化
universalness	,普及化
universe	,宇宙
universe	,总体
unlawful	,私生的
unlearned	,非习得的
unlearned behavior	,非习得行为
unlearned motive	,非习得动机
unlearned response	,非习得反应
unlearning	,反学习
unlearning behavior	,非学得行为
unlearning motive	,非学得动机
unlearning theory	,反学习理论
unmanageable child	,难应付的儿童
unmarried	,未婚的
unmeaning	,无意义的
unmedulated	,无髓的
unmerciful	,不仁慈的
unmethodical	,不讲方法的
unmindful	,不留意的
unmistakable	,不会错的
unmoral	,无道德的
unmoved	,冷漠的
unmovedness	,不动心
unmoving	,不动的
unmusical	,对音乐不感兴趣的
unmyelinated	,无髓的
unnatural	,不自然的
unnecessary	,不必要的
unneighborly	,不睦邻的
unnerved	,气馁的
unobjectionable	,不惹人讨厌的
unobserved	,没观察到的
unobstructed	,没有障碍的
unobtrusive measure	,不受察觉量度
unoccupied	,无所事事的
unoccupied behavior	,无所事事的行为 无所事事的行为
unoffending	,不惹人生气的
unorganized	,无组织的
unorganized behavior	,无组织行为
unorientation	,定向力丧失
unoriginal	,无独创的
unpalatable	,令人不快的
unphilosophical	,非哲学的
unphysical	,非物质的
unphysiological	,非生理学的
unpleasantness	,不愉快
unpleasure	,不愉快
unpolished manners	,粗鲁的态度
unpopular	,不受欢迎的
unpopular child	,不受欢迎儿童
unpracticed	,不熟练的
unpredictable	,出人意料的
unpredictable noise	,出乎意外之噪声
unprejudiced	,没有偏见的
unprivileged	,贫穷的
unprofessional	,非专业的
unprofitable	,无益的
unprofitable aggression	,无益攻击
unpronounceable	,不能发音的
unreadable	,不能读的
unready	,没有准备的
unreal	,虚构的
unreality	,不现实
unreason	,无理性
unreasonable	,不合理的
unreconstructed	,顽固守旧的
unrefined	,粗俗的
unreflecting	,不反射的
unrelated color	,无关系色
unrelenting	,冷酷的
unreliability	,不可靠性
unrepentant	,顽固的
unresectable	,不可切除的
unresolved	,无决断力的
unresponsive	,无反应的
unrest	,不安
unrestrained type	,不可遏止的
unrestricted sampling	,非限制性抽样
unsafe act	,不安全行为
unsavory	,令人讨厌的
unscientific	,非科学的
unselected	,未经选择的
unselfish	,无私的
unselfconscious	,不自觉的
unsensible	,无感觉的
unserious	,不严肃的
unserviced	,不适用的
unsettled	,不稳定的
unsex	,阉
unskilled	,无需技能的
unskilled industrial worker	,非熟练工人 非熟练工人
unskillful	,不熟练的
unsmoothed curve	,未修匀曲线
unsociable	,非社会的
unsocial	,不喜社交的
unsocial	,非社会的
unsocial behavior	,非社会行为
unsocialized	,缺乏社会教养的
unsocialized aggressive reaction	,未社会化攻击反应
unspaced learning	,连续学习
unspecialized	,非专门化的
unspoken words	,潜台词
unstability	,不稳定性
unstable	,不稳的
unstable factor	,不稳定因素
unstable gene	,不稳定基因
unsteady state	,不稳状态
unstructured interview	,非结构性访谈
unstructured problem	,不明确问题
unstructured stimulus	,非结构性刺激
unstrung	,神经衰弱的
unsubstantial	,不现实的
unsullied	,未受污染的
unsure	,缺乏信心的
unsymmetrical	,不对称的
unsymmetrical distribution	,不对称分布 不对称分
unsymmetry	,不对称性
unsystematic	,无系统性
untamed	,无拘束的
untamed passions	,奔放的激情
unteachable	,不可教的
untempered	,未经锻炼的
untenable arguments	,站不住脚的论点
untended	,未受到照顾的
unthinkable	,难以想象的
untidy	,不修边幅的
untoward	,倔强的
untraceable	,难以描绘的
untrainable retardate	,不可训练的弱智者
untransferable	,不可转让的
untreated	,未治疗的
untrustworthy	,不可靠的
untruthful	,不诚实的
Unverrichts disease	,肌阵挛症
unversed	,无知的
unwakened	,未被唤醒的
unwanted	,讨厌的
unwearied	,不疲劳的
unweighted mean	,非加权平均数
unwisdom	,愚蠢
unworldly	,不谙世故的
up	,群体多层观察系统
upbraid	,责备
upbringing	,抚养
updated statistics	,最新统计资料
upgrading	,提升
upgrowth	,成长
uplift	,精神昂扬
upper absolute threshold	,上绝对阈
upper age limit	,年龄上限
upper and lower motor lesions	,上位和下位运动损伤
upper arm	,上腕
upper bound	,上限
upper chest breadth	,上部胸宽
upper chest circumference	,上部胸围
upper class	,上层社会
upper control limit	,控制上限
upper critical temperature	,临界温度上限 临界温度上限
upper difference threshold	,上差别阈
upper extremity	,上肢
upper income level	,高收入层
upper limbs	,上肢
upper limit	,上限
upper limit of hearing	,最高可听阈
upper quartile	,上四分值
upper threshold	,上阈限
upperarm	,上臂
upperarm circumference	,上臂围
upperarm length	,上臂长
upright standing posture	,直立姿势
uprouse	,唤醒
upset	,心烦意乱
upside down	,颠倒
upstart	,自命不凡的人
uptake	,摄取
upturn living standards	,生活水平提高
upward bias	,上偏
upward communication	,上向沟通
upward mobility	,趋上流动
upanddown method	,上下法
upanddown relationship	,垂直关系 垂直关
uptime	,工作时间
UQ	,上四分值
uracil	,尿嘧啶
uracratia	,尿失禁
uranism	,同性恋
urban	,城市的
urban census	,城市普查
urban climate	,城市气候
urban ecology	,城市生态学
urban environment	,城市环境
urban inhabitants	,城市居民
urban poor	,城市贫民
urban statistics	,城市统计资料
urban survey	,城市调查
urbanite	,城市居民
urbanization	,都市化
urbanization theory of crime	,都市化犯罪说
urbanoverload hypothesis	,城市超负荷假说
urchin	,顽童
urdefense	,原始信念
ure	,抱朴说
urethral anxiety	,内急焦虑
urethral erotism	,尿道快感
urge	,冲动
urge	,内躯力
urgency	,紧急
urging	,说服
urinary reflex	,排尿反射
urination	,排尿
urningism	,同性恋
uroclepsia	,尿失禁
Urrays personality theory	,墨瑞的个性理论
usage	,运用
use and disuse theory	,用进废退说
use and gratification study	,用与满足研究
use frequency analysis	,使用频度分析
useful consciousness time	,有效意识时间 有效意识时间
useful consequence	,有用结果
useful data	,有用数据
user	,用户
users participation	,用户参与
usual	,普通的
usual method	,通常方法
usual status	,常态
usual terms	,普通条件
uterus	,子宫
utilitarian	,功利的
utilitarian calculus	,功利效的计算
utilitarian function	,实用功能
utilitarian standard	,功利效的标准
utilitarian theory	,功利说
utilitarianism	,功利主义
utility	,效用
utility theory	,效用理论
utilization coefficient	,效用系数
utmost limits	,极限
utricle	,小囊
utriculus	,椭圆囊
utter	,无条件的
uxorial	,妻子的
uxoricide	,杀妻
uxorious	,溺爱妻子的
Ushaped curve	,U 形曲线
Ushaped distribution	,U 形分布
V factor	,语文理解因素
V.F.	,语言震颤
VA	,视敏度
vacancy	,空虚
vacant state	,空态
vacillate	,波动
vacuum reaction	,真空反应
vacuum response	,真空反应
vagabond	,游民
vagabondage	,流浪
vagabondish	,流浪者
vagal	,迷走神经的
vagary	,奇想
vagoaccessorius	,迷走副神经
vagoglossopharyngeal	,迷走舌咽神经的 迷走舌咽神经的
vagogram	,迷走神经电图
vagomimetic	,类迷走神经的
vagoneurosis	,迷走神经病
vagosplanchnic	,迷走交感神经的
vagotomy	,迷走神经切断术
vagotonia	,迷走神经过敏
vagotonin	,迷走神经紧张素
vagotony	,迷走神经紧张
vagotropic	,对迷走神经起作用的
vagotropism	,向迷走神经性
vagovagal	,经迷走神经反射的
vagrancy	,思想游移不定
vagus nerve	,迷走神经
vagusstoff	,迷走神经素
vainglory	,自负
VAKT	,多感官教学法
valence	,效价
valence	,诱发力
valenceexpectancy model	,诱意性期待模型
valetudinarianism	,虚弱
valid argument	,有效论证
valid argumentation	,有效论点
valid dimension	,有效维度
valid exclusion	,正确排除
valid inclusion	,正确录取
valid negative	,正确否定
valid positive	,正确肯定
validate validity	,实证效度
validation	,效度
validation study	,效度研究
validity	,效度
validity coefficient	,效度系数
validity criterion	,效度标准
valnoctamide	,甲乙基戊酰胺
valuable	,有价值的
value	,价值
value analysis	,价值分析
value analysis engineering	,价值分析工程
value clarification	,价值澄清法
value consensus	,价值共认
value expression	,价值表现
value form	,价值形式
value goal	,价值目标
value goal congruence	,价值目标一致性 价值目标一致性
value judgment	,价值判断
value of autonomy	,自主的价值
value of calculation	,计算值
value of personality	,人格的价值
value scale	,价值量表
value standard	,价值标准
value system	,价值体系
value test	,价值观测查
values	,价值观念
values characteristics	,价值观特征
values clarification	,价值观辨析
values clarification school	,价值观辨析学派
valueexpressive function	,价值表现机能价值表现机能
vamp	,勾引
vandalism	,破坏行为
vane	,反复无常的人
Vane Kindergarten Test	,韦恩幼儿园测验
vanish	,消失
vanishing point	,隐没点
vanity	,虚荣心
